rule,old_F_present,old_F_confidence,old_F_support,old_M_present,young_F_present,young_F_confidence,young_F_support,young_M_present,old_M_confidence,old_M_support,young_M_confidence,young_M_support
(hrv_pnn50_high) => hrv_pnn50_high equals hrv_sdnn_high,True,0.5625,0.5,True,True,0.6087,0.4375,True,0.75,0.6279,0.8,0.5714
(hrv_pnn50_high) => hrv_pnn50_high equals temp_high,True,0.6875,0.6111,False,False,,,False,,,,
(hrv_pnn50_high) => hrv_pnn50_high meets arousal_medium,False,,,True,True,0.6957,0.5,True,0.6944,0.5814,0.7,0.5
(hrv_pnn50_high) => hrv_pnn50_high meets eda_max_low,False,,,False,True,0.5217,0.375,True,,,0.5,0.3571
(hrv_pnn50_high) => hrv_pnn50_high meets eda_peaks_high,True,0.625,0.5556,False,True,0.5217,0.375,True,,,0.5,0.3571
(hrv_pnn50_high) => hrv_pnn50_high meets eda_peaks_medium,False,,,True,True,0.6087,0.4375,True,0.6389,0.5349,0.55,0.3929
(hrv_pnn50_high) => hrv_pnn50_high meets eda_scr_amp_low,False,,,False,False,,,True,,,0.7,0.5
(hrv_pnn50_high) => hrv_pnn50_high meets eda_scr_amp_medium,False,,,True,False,,,False,0.5,0.4186,,
(hrv_pnn50_high) => hrv_pnn50_high meets eda_scr_auc_high,False,,,True,True,0.6087,0.4375,False,0.6667,0.5581,,
(hrv_pnn50_high) => hrv_pnn50_high meets eda_scr_auc_medium,True,0.625,0.5556,True,False,,,False,0.5,0.4186,,
(hrv_pnn50_high) => hrv_pnn50_high meets eda_std_high,False,,,True,True,0.5217,0.375,True,0.5556,0.4651,0.5,0.3571
(hrv_pnn50_high) => hrv_pnn50_high meets eda_std_low,True,0.5,0.4444,False,False,,,False,,,,
(hrv_pnn50_high) => hrv_pnn50_high meets eda_std_medium,False,,,False,False,,,True,,,0.6,0.4286
(hrv_pnn50_high) => hrv_pnn50_high meets hr_high,False,,,False,False,,,True,,,0.5,0.3571
(hrv_pnn50_high) => hrv_pnn50_high meets valence_medium,True,0.5625,0.5,True,True,0.8261,0.5938,True,0.6667,0.5581,0.55,0.3929
(hrv_pnn50_low) => hrv_pnn50_low before eda_max_low,True,0.6429,0.5,False,False,,,False,,,,
(hrv_pnn50_low) => hrv_pnn50_low before eda_peaks_high,False,,,False,False,,,True,,,0.6471,0.3929
(hrv_pnn50_low) => hrv_pnn50_low before eda_peaks_medium,False,,,False,True,0.52,0.4062,False,,,,
(hrv_pnn50_low) => hrv_pnn50_low before eda_scr_amp_low,False,,,False,True,0.52,0.4062,False,,,,
(hrv_pnn50_low) => hrv_pnn50_low before eda_std_low,False,,,False,False,,,True,,,0.5294,0.3214
(hrv_pnn50_low) => hrv_pnn50_low before eda_std_medium,True,0.5714,0.4444,False,False,,,False,,,,
(hrv_pnn50_low) => hrv_pnn50_low equals hrv_rmssd_low,True,0.5,0.3889,True,True,0.64,0.5,True,0.5429,0.4419,0.8235,0.5
(hrv_pnn50_low) => hrv_pnn50_low equals hrv_rmssd_medium,True,0.5,0.3889,False,False,,,False,,,,
(hrv_pnn50_low) => hrv_pnn50_low equals hrv_sdnn_low,True,0.5,0.3889,True,True,0.64,0.5,True,0.5714,0.4651,0.6471,0.3929
(hrv_pnn50_low) => hrv_pnn50_low equals temp_high,True,0.7143,0.5556,False,False,,,False,,,,
(hrv_pnn50_low) => hrv_pnn50_low meets arousal_medium,True,0.7857,0.6111,True,True,0.52,0.4062,False,0.7714,0.6279,,
(hrv_pnn50_low) => hrv_pnn50_low meets eda_low,True,0.5,0.3889,False,False,,,False,,,,
(hrv_pnn50_low) => hrv_pnn50_low meets eda_max_medium,False,,,True,True,0.52,0.4062,False,0.5143,0.4186,,
(hrv_pnn50_low) => hrv_pnn50_low meets eda_peaks_high,True,0.5714,0.4444,False,False,,,False,,,,
(hrv_pnn50_low) => hrv_pnn50_low meets eda_scr_amp_high,False,,,True,False,,,False,0.6,0.4884,,
(hrv_pnn50_low) => hrv_pnn50_low meets eda_scr_amp_low,False,,,False,False,,,True,,,0.5882,0.3571
(hrv_pnn50_low) => hrv_pnn50_low meets eda_scr_amp_medium,False,,,True,False,,,False,0.5143,0.4186,,
(hrv_pnn50_low) => hrv_pnn50_low meets eda_scr_auc_high,False,,,True,False,,,False,0.6571,0.5349,,
(hrv_pnn50_low) => hrv_pnn50_low meets eda_scr_auc_low,True,0.7143,0.5556,False,False,,,False,,,,
(hrv_pnn50_low) => hrv_pnn50_low meets eda_scr_auc_medium,False,,,True,False,,,True,0.5143,0.4186,0.5882,0.3571
(hrv_pnn50_low) => hrv_pnn50_low meets eda_std_high,False,,,True,False,,,False,0.6571,0.5349,,
(hrv_pnn50_low) => hrv_pnn50_low meets eda_std_medium,False,,,False,False,,,True,,,0.5294,0.3214
(hrv_pnn50_low) => hrv_pnn50_low meets hr_high,True,0.5,0.3889,False,False,,,False,,,,
(hrv_pnn50_low) => hrv_pnn50_low meets valence_medium,True,0.7857,0.6111,True,False,,,True,0.6571,0.5349,0.6471,0.3929
(hrv_pnn50_medium) => hrv_pnn50_medium before eda_peaks_medium,True,0.7059,0.6667,False,False,,,True,,,0.5789,0.3929
(hrv_pnn50_medium) => hrv_pnn50_medium before eda_scr_amp_low,False,,,False,True,0.5217,0.375,False,,,,
(hrv_pnn50_medium) => hrv_pnn50_medium before eda_std_medium,False,,,True,False,,,False,0.5556,0.4651,,
(hrv_pnn50_medium) => hrv_pnn50_medium equals hrv_rmssd_medium,False,,,True,False,,,False,0.5,0.4186,,
(hrv_pnn50_medium) => hrv_pnn50_medium equals temp_high,True,0.5882,0.5556,False,False,,,True,,,0.6316,0.4286
(hrv_pnn50_medium) => hrv_pnn50_medium meets arousal_medium,True,0.5294,0.5,True,True,0.6522,0.4688,False,0.75,0.6279,,
(hrv_pnn50_medium) => hrv_pnn50_medium meets eda_peaks_high,False,,,False,True,0.6957,0.5,False,,,,
(hrv_pnn50_medium) => hrv_pnn50_medium meets eda_scr_amp_low,True,0.5294,0.5,False,False,,,True,,,0.5263,0.3571
(hrv_pnn50_medium) => hrv_pnn50_medium meets eda_scr_amp_medium,False,,,True,False,,,False,0.5,0.4186,,
(hrv_pnn50_medium) => hrv_pnn50_medium meets eda_scr_auc_high,False,,,True,False,,,False,0.6111,0.5116,,
(hrv_pnn50_medium) => hrv_pnn50_medium meets eda_scr_auc_low,True,0.5294,0.5,False,False,,,False,,,,
(hrv_pnn50_medium) => hrv_pnn50_medium meets eda_scr_auc_medium,True,0.5294,0.5,False,True,0.5652,0.4062,True,,,0.5789,0.3929
(hrv_pnn50_medium) => hrv_pnn50_medium meets eda_std_high,False,,,True,False,,,False,0.5,0.4186,,
(hrv_pnn50_medium) => hrv_pnn50_medium meets eda_std_medium,False,,,False,False,,,True,,,0.6316,0.4286
(hrv_pnn50_medium) => hrv_pnn50_medium meets valence_medium,True,0.6471,0.6111,True,True,0.6522,0.4688,True,0.6667,0.5581,0.6842,0.4643
(hrv_rmssd_high) => hrv_rmssd_high before eda_peaks_high,True,0.5714,0.4444,False,True,0.56,0.4375,True,,,0.55,0.3929
(hrv_rmssd_high) => hrv_rmssd_high before eda_peaks_medium,False,,,True,False,,,False,0.6111,0.5116,,
(hrv_rmssd_high) => hrv_rmssd_high before eda_scr_amp_low,False,,,False,False,,,True,,,0.75,0.5357
(hrv_rmssd_high) => hrv_rmssd_high before eda_scr_auc_medium,False,,,False,False,,,True,,,0.7,0.5
(hrv_rmssd_high) => hrv_rmssd_high before eda_std_high,False,,,False,True,0.52,0.4062,False,,,,
(hrv_rmssd_high) => hrv_rmssd_high before eda_std_medium,False,,,False,False,,,True,,,0.5,0.3571
(hrv_rmssd_high) => hrv_rmssd_high equals hrv_sdnn_high,True,0.7857,0.6111,True,True,0.76,0.5938,True,0.8333,0.6977,0.9,0.6429
(hrv_rmssd_high) => hrv_rmssd_high equals temp_high,True,0.5714,0.4444,False,False,,,False,,,,
(hrv_rmssd_high) => hrv_rmssd_high meets arousal_medium,True,0.5714,0.4444,True,True,0.52,0.4062,True,0.6944,0.5814,0.5,0.3571
(hrv_rmssd_high) => hrv_rmssd_high meets eda_peaks_medium,False,,,False,True,0.6,0.4688,True,,,0.5,0.3571
(hrv_rmssd_high) => hrv_rmssd_high meets eda_scr_amp_low,False,,,False,True,0.52,0.4062,False,,,,
(hrv_rmssd_high) => hrv_rmssd_high meets eda_scr_amp_medium,False,,,True,False,,,False,0.5,0.4186,,
(hrv_rmssd_high) => hrv_rmssd_high meets eda_scr_auc_high,False,,,True,True,0.6,0.4688,False,0.75,0.6279,,
(hrv_rmssd_high) => hrv_rmssd_high meets eda_scr_auc_low,True,0.5714,0.4444,False,False,,,False,,,,
(hrv_rmssd_high) => hrv_rmssd_high meets eda_scr_auc_medium,True,0.6429,0.5,False,False,,,False,,,,
(hrv_rmssd_high) => hrv_rmssd_high meets eda_std_high,False,,,True,False,,,True,0.6111,0.5116,0.55,0.3929
(hrv_rmssd_high) => hrv_rmssd_high meets eda_std_medium,False,,,True,True,0.6,0.4688,False,0.5278,0.4419,,
(hrv_rmssd_high) => hrv_rmssd_high meets hr_high,False,,,False,False,,,True,,,0.5,0.3571
(hrv_rmssd_high) => hrv_rmssd_high meets valence_medium,True,0.5714,0.4444,True,True,0.6,0.4688,True,0.5833,0.4884,0.55,0.3929
(hrv_rmssd_low) => hrv_rmssd_low before eda_max_low,True,0.5294,0.5,False,False,,,False,,,,
(hrv_rmssd_low) => hrv_rmssd_low before eda_peaks_high,False,,,False,False,,,True,,,0.5556,0.3571
(hrv_rmssd_low) => hrv_rmssd_low before eda_peaks_medium,True,0.5294,0.5,True,True,0.5,0.3438,False,0.5758,0.4419,,
(hrv_rmssd_low) => hrv_rmssd_low before eda_scr_amp_low,False,,,False,True,0.5,0.3438,False,,,,
(hrv_rmssd_low) => hrv_rmssd_low before eda_scr_auc_medium,False,,,True,False,,,False,0.5758,0.4419,,
(hrv_rmssd_low) => hrv_rmssd_low before eda_std_high,False,,,True,False,,,False,0.5455,0.4186,,
(hrv_rmssd_low) => hrv_rmssd_low before eda_std_low,False,,,False,False,,,True,,,0.5,0.3214
(hrv_rmssd_low) => hrv_rmssd_low before eda_std_medium,False,,,True,False,,,False,0.5152,0.3953,,
(hrv_rmssd_low) => hrv_rmssd_low equals hrv_sdnn_low,True,0.7647,0.7222,True,True,0.7273,0.5,True,0.6667,0.5116,0.6111,0.3929
(hrv_rmssd_low) => hrv_rmssd_low equals temp_high,True,0.5294,0.5,False,False,,,False,,,,
(hrv_rmssd_low) => hrv_rmssd_low meets arousal_medium,False,,,True,True,0.6818,0.4688,True,0.7273,0.5581,0.5,0.3214
(hrv_rmssd_low) => hrv_rmssd_low meets eda_peaks_high,False,,,True,True,0.5,0.3438,False,0.5152,0.3953,,
(hrv_rmssd_low) => hrv_rmssd_low meets eda_peaks_medium,False,,,False,False,,,True,,,0.5556,0.3571
(hrv_rmssd_low) => hrv_rmssd_low meets eda_scr_amp_low,False,,,False,False,,,True,,,0.6667,0.4286
(hrv_rmssd_low) => hrv_rmssd_low meets eda_scr_amp_medium,False,,,True,False,,,False,0.6061,0.4651,,
(hrv_rmssd_low) => hrv_rmssd_low meets eda_scr_auc_high,False,,,True,False,,,False,0.5455,0.4186,,
(hrv_rmssd_low) => hrv_rmssd_low meets eda_scr_auc_medium,False,,,False,True,0.5,0.3438,True,,,0.6667,0.4286
(hrv_rmssd_low) => hrv_rmssd_low meets eda_std_medium,False,,,False,False,,,True,,,0.5556,0.3571
(hrv_rmssd_low) => hrv_rmssd_low meets hr_high,False,,,False,False,,,True,,,0.5,0.3214
(hrv_rmssd_low) => hrv_rmssd_low meets valence_medium,False,,,True,True,0.5909,0.4062,True,0.7576,0.5814,0.6667,0.4286
(hrv_rmssd_medium) => hrv_rmssd_medium before arousal_medium,False,,,True,False,,,False,0.75,0.6279,,
(hrv_rmssd_medium) => hrv_rmssd_medium before eda_peaks_medium,True,0.7333,0.6111,False,False,,,True,,,0.6875,0.3929
(hrv_rmssd_medium) => hrv_rmssd_medium before eda_scr_amp_low,False,,,False,False,,,True,,,0.6875,0.3929
(hrv_rmssd_medium) => hrv_rmssd_medium before eda_scr_amp_medium,False,,,True,False,,,False,0.5556,0.4651,,
(hrv_rmssd_medium) => hrv_rmssd_medium before eda_scr_auc_medium,False,,,False,True,0.5217,0.375,True,,,0.5,0.2857
(hrv_rmssd_medium) => hrv_rmssd_medium before hr_medium,True,0.5333,0.4444,False,False,,,False,,,,
(hrv_rmssd_medium) => hrv_rmssd_medium before valence_medium,False,,,True,False,,,False,0.6111,0.5116,,
(hrv_rmssd_medium) => hrv_rmssd_medium equals hrv_sdnn_medium,True,0.6667,0.5556,False,False,,,True,,,0.5625,0.3214
(hrv_rmssd_medium) => hrv_rmssd_medium equals temp_high,True,0.6,0.5,False,False,,,True,,,0.5,0.2857
(hrv_rmssd_medium) => hrv_rmssd_medium meets arousal_medium,True,0.7333,0.6111,False,False,,,True,,,0.5,0.2857
(hrv_rmssd_medium) => hrv_rmssd_medium meets eda_max_medium,True,0.5333,0.4444,True,False,,,False,0.5,0.4186,,
(hrv_rmssd_medium) => hrv_rmssd_medium meets eda_medium,True,0.5333,0.4444,False,False,,,False,,,,
(hrv_rmssd_medium) => hrv_rmssd_medium meets eda_peaks_high,False,,,False,True,0.5217,0.375,False,,,,
(hrv_rmssd_medium) => hrv_rmssd_medium meets eda_peaks_medium,False,,,True,True,0.5652,0.4062,False,0.6111,0.5116,,
(hrv_rmssd_medium) => hrv_rmssd_medium meets eda_scr_amp_low,True,0.6,0.5,False,False,,,False,,,,
(hrv_rmssd_medium) => hrv_rmssd_medium meets eda_scr_auc_high,False,,,True,False,,,False,0.6389,0.5349,,
(hrv_rmssd_medium) => hrv_rmssd_medium meets eda_scr_auc_low,True,0.6667,0.5556,False,False,,,False,,,,
(hrv_rmssd_medium) => hrv_rmssd_medium meets eda_scr_auc_medium,True,0.5333,0.4444,False,False,,,False,,,,
(hrv_rmssd_medium) => hrv_rmssd_medium meets eda_std_high,False,,,True,True,0.5217,0.375,False,0.5833,0.4884,,
(hrv_rmssd_medium) => hrv_rmssd_medium meets eda_std_medium,False,,,True,False,,,True,0.5,0.4186,0.6875,0.3929
(hrv_rmssd_medium) => hrv_rmssd_medium meets hr_high,False,,,False,False,,,True,,,0.5,0.2857
(hrv_rmssd_medium) => hrv_rmssd_medium meets valence_medium,True,0.7333,0.6111,False,True,0.6522,0.4688,True,,,0.75,0.4286
(hrv_sdnn_high) => hrv_sdnn_high before eda_scr_amp_low,False,,,False,True,0.5185,0.4375,False,,,,
(hrv_sdnn_high) => hrv_sdnn_high before eda_scr_auc_medium,False,,,False,False,,,True,,,0.7,0.5
(hrv_sdnn_high) => hrv_sdnn_high equals temp_high,True,0.625,0.5556,False,False,,,False,,,,
(hrv_sdnn_high) => hrv_sdnn_high meets arousal_medium,True,0.5,0.4444,True,True,0.5556,0.4688,True,0.675,0.6279,0.55,0.3929
(hrv_sdnn_high) => hrv_sdnn_high meets eda_max_low,True,0.5,0.4444,False,False,,,False,,,,
(hrv_sdnn_high) => hrv_sdnn_high meets eda_peaks_high,True,0.5625,0.5,False,True,0.5926,0.5,True,,,0.5,0.3571
(hrv_sdnn_high) => hrv_sdnn_high meets eda_peaks_medium,False,,,True,True,0.5185,0.4375,False,0.55,0.5116,,
(hrv_sdnn_high) => hrv_sdnn_high meets eda_scr_amp_low,False,,,False,False,,,True,,,0.75,0.5357
(hrv_sdnn_high) => hrv_sdnn_high meets eda_scr_auc_high,False,,,True,True,0.5926,0.5,False,0.725,0.6744,,
(hrv_sdnn_high) => hrv_sdnn_high meets eda_scr_auc_low,True,0.6875,0.6111,False,False,,,False,,,,
(hrv_sdnn_high) => hrv_sdnn_high meets eda_scr_auc_medium,True,0.625,0.5556,False,False,,,False,,,,
(hrv_sdnn_high) => hrv_sdnn_high meets eda_std_high,False,,,True,True,0.5926,0.5,False,0.575,0.5349,,
(hrv_sdnn_high) => hrv_sdnn_high meets eda_std_low,True,0.5,0.4444,False,False,,,False,,,,
(hrv_sdnn_high) => hrv_sdnn_high meets eda_std_medium,False,,,True,True,0.5185,0.4375,True,0.5,0.4651,0.6,0.4286
(hrv_sdnn_high) => hrv_sdnn_high meets hr_high,False,,,False,False,,,True,,,0.55,0.3929
(hrv_sdnn_high) => hrv_sdnn_high meets valence_medium,True,0.5625,0.5,True,True,0.7407,0.625,True,0.55,0.5116,0.55,0.3929
(hrv_sdnn_low) => hrv_sdnn_low before eda_max_low,True,0.5,0.4444,False,False,,,False,,,,
(hrv_sdnn_low) => hrv_sdnn_low before eda_peaks_high,False,,,False,False,,,True,,,0.6316,0.4286
(hrv_sdnn_low) => hrv_sdnn_low before eda_peaks_medium,False,,,True,False,,,False,0.5588,0.4419,,
(hrv_sdnn_low) => hrv_sdnn_low before eda_scr_auc_medium,False,,,False,False,,,True,,,0.6842,0.4643
(hrv_sdnn_low) => hrv_sdnn_low equals temp_high,True,0.6875,0.6111,False,False,,,False,,,,
(hrv_sdnn_low) => hrv_sdnn_low meets arousal_medium,False,,,True,True,0.5652,0.4062,True,0.7353,0.5814,0.5789,0.3929
(hrv_sdnn_low) => hrv_sdnn_low meets eda_max_medium,False,,,True,False,,,False,0.5,0.3953,,
(hrv_sdnn_low) => hrv_sdnn_low meets eda_peaks_high,False,,,True,True,0.6522,0.4688,False,0.5294,0.4186,,
(hrv_sdnn_low) => hrv_sdnn_low meets eda_peaks_medium,True,0.625,0.5556,False,False,,,False,,,,
(hrv_sdnn_low) => hrv_sdnn_low meets eda_scr_amp_high,False,,,True,False,,,False,0.5294,0.4186,,
(hrv_sdnn_low) => hrv_sdnn_low meets eda_scr_amp_low,True,0.5,0.4444,False,False,,,True,,,0.6316,0.4286
(hrv_sdnn_low) => hrv_sdnn_low meets eda_scr_amp_medium,False,,,True,False,,,False,0.5588,0.4419,,
(hrv_sdnn_low) => hrv_sdnn_low meets eda_scr_auc_high,False,,,True,False,,,False,0.6765,0.5349,,
(hrv_sdnn_low) => hrv_sdnn_low meets eda_scr_auc_low,True,0.625,0.5556,False,False,,,False,,,,
(hrv_sdnn_low) => hrv_sdnn_low meets eda_std_high,False,,,True,False,,,False,0.6471,0.5116,,
(hrv_sdnn_low) => hrv_sdnn_low meets eda_std_low,True,0.5,0.4444,False,False,,,False,,,,
(hrv_sdnn_low) => hrv_sdnn_low meets eda_std_medium,False,,,False,False,,,True,,,0.7368,0.5
(hrv_sdnn_low) => hrv_sdnn_low meets valence_medium,True,0.625,0.5556,True,False,,,True,0.6176,0.4884,0.5789,0.3929
(hrv_sdnn_medium) => hrv_sdnn_medium before eda_peaks_high,False,,,True,False,,,False,0.6471,0.5116,,
(hrv_sdnn_medium) => hrv_sdnn_medium before eda_peaks_medium,True,0.7143,0.5556,True,False,,,False,0.5882,0.4651,,
(hrv_sdnn_medium) => hrv_sdnn_medium before eda_scr_amp_low,False,,,False,True,0.5,0.3438,False,,,,
(hrv_sdnn_medium) => hrv_sdnn_medium before eda_scr_auc_low,False,,,True,False,,,False,0.5,0.3953,,
(hrv_sdnn_medium) => hrv_sdnn_medium before eda_scr_auc_medium,True,0.5714,0.4444,False,False,,,False,,,,
(hrv_sdnn_medium) => hrv_sdnn_medium before eda_std_high,False,,,False,True,0.5,0.3438,False,,,,
(hrv_sdnn_medium) => hrv_sdnn_medium before eda_std_medium,False,,,True,False,,,True,0.5294,0.4186,0.5556,0.3571
(hrv_sdnn_medium) => hrv_sdnn_medium before hr_medium,True,0.5,0.3889,False,False,,,False,,,,
(hrv_sdnn_medium) => hrv_sdnn_medium equals temp_high,True,0.5,0.3889,False,False,,,False,,,,
(hrv_sdnn_medium) => hrv_sdnn_medium equals temp_medium,False,,,False,False,,,True,,,0.5556,0.3571
(hrv_sdnn_medium) => hrv_sdnn_medium meets arousal_medium,True,0.7857,0.6111,True,True,0.5909,0.4062,True,0.7647,0.6047,0.5556,0.3571
(hrv_sdnn_medium) => hrv_sdnn_medium meets eda_high,False,,,False,False,,,True,,,0.5,0.3214
(hrv_sdnn_medium) => hrv_sdnn_medium meets eda_max_medium,True,0.5714,0.4444,True,False,,,True,0.5,0.3953,0.5,0.3214
(hrv_sdnn_medium) => hrv_sdnn_medium meets eda_medium,True,0.6429,0.5,False,False,,,False,,,,
(hrv_sdnn_medium) => hrv_sdnn_medium meets eda_peaks_high,False,,,False,True,0.5909,0.4062,True,,,0.5556,0.3571
(hrv_sdnn_medium) => hrv_sdnn_medium meets eda_peaks_medium,False,,,False,True,0.6818,0.4688,False,,,,
(hrv_sdnn_medium) => hrv_sdnn_medium meets eda_scr_amp_low,True,0.5714,0.4444,False,False,,,True,,,0.5556,0.3571
(hrv_sdnn_medium) => hrv_sdnn_medium meets eda_scr_amp_medium,False,,,True,False,,,False,0.5588,0.4419,,
(hrv_sdnn_medium) => hrv_sdnn_medium meets eda_scr_auc_high,True,0.5,0.3889,True,True,0.5455,0.375,False,0.5588,0.4419,,
(hrv_sdnn_medium) => hrv_sdnn_medium meets eda_scr_auc_low,True,0.5714,0.4444,False,False,,,False,,,,
(hrv_sdnn_medium) => hrv_sdnn_medium meets eda_scr_auc_medium,False,,,False,True,0.6818,0.4688,True,,,0.5556,0.3571
(hrv_sdnn_medium) => hrv_sdnn_medium meets hr_high,False,,,False,False,,,True,,,0.5,0.3214
(hrv_sdnn_medium) => hrv_sdnn_medium meets valence_medium,True,0.7857,0.6111,True,True,0.6818,0.4688,True,0.7059,0.5581,0.7778,0.5
(temp_high) => temp_high before eda_peaks_medium,True,0.625,0.5556,True,False,,,True,0.6216,0.5349,0.6364,0.5
(temp_high) => temp_high before eda_scr_amp_high,False,,,True,False,,,False,0.5135,0.4419,,
(temp_high) => temp_high before eda_scr_amp_low,False,,,False,True,0.5,0.4062,False,,,,
(temp_high) => temp_high before eda_scr_auc_medium,True,0.625,0.5556,False,False,,,False,,,,
(temp_high) => temp_high before hr_medium,True,0.5,0.4444,False,False,,,False,,,,
(temp_high) => temp_high meets arousal_medium,True,0.6875,0.6111,True,True,0.6923,0.5625,True,0.6486,0.5581,0.5455,0.4286
(temp_high) => temp_high meets eda_high,False,,,False,False,,,True,,,0.5455,0.4286
(temp_high) => temp_high meets eda_max_low,True,0.5,0.4444,False,True,0.5,0.4062,False,,,,
(temp_high) => temp_high meets eda_peaks_high,True,0.5,0.4444,False,True,0.7308,0.5938,True,,,0.5909,0.4643
(temp_high) => temp_high meets eda_scr_amp_low,True,0.5625,0.5,False,False,,,True,,,0.5455,0.4286
(temp_high) => temp_high meets eda_scr_amp_medium,False,,,True,False,,,False,0.5405,0.4651,,
(temp_high) => temp_high meets eda_scr_auc_high,False,,,True,False,,,False,0.6486,0.5581,,
(temp_high) => temp_high meets eda_scr_auc_low,True,0.6875,0.6111,False,False,,,False,,,,
(temp_high) => temp_high meets eda_scr_auc_medium,False,,,False,False,,,True,,,0.7273,0.5714
(temp_high) => temp_high meets eda_std_high,False,,,True,False,,,False,0.6216,0.5349,,
(temp_high) => temp_high meets eda_std_low,True,0.625,0.5556,False,False,,,False,,,,
(temp_high) => temp_high meets eda_std_medium,False,,,False,False,,,True,,,0.5909,0.4643
(temp_high) => temp_high meets valence_medium,True,0.75,0.6667,True,True,0.6923,0.5625,True,0.5405,0.4651,0.5,0.3929
(temp_low) => temp_low before eda_scr_auc_medium,True,0.5,0.4444,False,False,,,False,,,,
(temp_low) => temp_low before eda_std_low,True,0.5,0.4444,False,False,,,False,,,,
(temp_low) => temp_low before hr_medium,True,0.5625,0.5,False,False,,,False,,,,
(temp_low) => temp_low meets arousal_medium,True,0.5625,0.5,True,True,0.5,0.3438,True,0.7436,0.6744,0.55,0.3929
(temp_low) => temp_low meets eda_medium,False,,,False,True,0.5,0.3438,False,,,,
(temp_low) => temp_low meets eda_peaks_high,False,,,False,False,,,True,,,0.6,0.4286
(temp_low) => temp_low meets eda_peaks_medium,True,0.5625,0.5,True,True,0.5909,0.4062,False,0.5385,0.4884,,
(temp_low) => temp_low meets eda_scr_amp_low,True,0.5,0.4444,False,False,,,True,,,0.55,0.3929
(temp_low) => temp_low meets eda_scr_amp_medium,False,,,True,False,,,False,0.5641,0.5116,,
(temp_low) => temp_low meets eda_scr_auc_high,False,,,True,True,0.5455,0.375,False,0.7179,0.6512,,
(temp_low) => temp_low meets eda_scr_auc_low,True,0.625,0.5556,False,False,,,False,,,,
(temp_low) => temp_low meets eda_scr_auc_medium,False,,,True,False,,,True,0.5897,0.5349,0.65,0.4643
(temp_low) => temp_low meets eda_std_high,False,,,True,True,0.5909,0.4062,False,0.5128,0.4651,,
(temp_low) => temp_low meets eda_std_medium,False,,,True,False,,,True,0.5897,0.5349,0.55,0.3929
(temp_low) => temp_low meets valence_medium,True,0.75,0.6667,True,False,,,True,0.7436,0.6744,0.8,0.5714
(temp_medium) => temp_medium before eda_peaks_high,False,,,True,False,,,True,0.5278,0.4419,0.65,0.4643
(temp_medium) => temp_medium before eda_scr_amp_low,False,,,False,True,0.5714,0.375,False,,,,
(temp_medium) => temp_medium before eda_scr_auc_medium,True,0.5714,0.4444,True,False,,,False,0.5556,0.4651,,
(temp_medium) => temp_medium before eda_std_medium,False,,,True,False,,,False,0.5278,0.4419,,
(temp_medium) => temp_medium meets arousal_medium,True,0.7857,0.6111,True,True,0.619,0.4062,True,0.6944,0.5814,0.75,0.5357
(temp_medium) => temp_medium meets eda_high,True,0.5,0.3889,False,False,,,False,,,,
(temp_medium) => temp_medium meets eda_low,False,,,False,True,0.5238,0.3438,False,,,,
(temp_medium) => temp_medium meets eda_max_high,True,0.5,0.3889,False,False,,,False,,,,
(temp_medium) => temp_medium meets eda_max_low,False,,,False,True,0.619,0.4062,False,,,,
(temp_medium) => temp_medium meets eda_max_medium,False,,,False,False,,,True,,,0.55,0.3929
(temp_medium) => temp_medium meets eda_peaks_high,False,,,False,True,0.5238,0.3438,False,,,,
(temp_medium) => temp_medium meets eda_peaks_medium,True,0.6429,0.5,True,False,,,True,0.6667,0.5581,0.5,0.3571
(temp_medium) => temp_medium meets eda_scr_amp_low,False,,,False,False,,,True,,,0.75,0.5357
(temp_medium) => temp_medium meets eda_scr_amp_medium,False,,,True,False,,,False,0.5556,0.4651,,
(temp_medium) => temp_medium meets eda_scr_auc_high,False,,,True,False,,,False,0.5833,0.4884,,
(temp_medium) => temp_medium meets eda_scr_auc_medium,False,,,False,True,0.5714,0.375,True,,,0.7,0.5
(temp_medium) => temp_medium meets eda_std_high,False,,,True,False,,,False,0.5,0.4186,,
(temp_medium) => temp_medium meets eda_std_medium,False,,,False,True,0.619,0.4062,True,,,0.65,0.4643
(temp_medium) => temp_medium meets valence_medium,True,0.8571,0.6667,True,True,0.8095,0.5312,True,0.6111,0.5116,0.7,0.5
(valence_high) => valence_high before arousal_medium,False,,,False,False,,,True,,,0.5,0.4286
(valence_high) => valence_high before eda_max_low,True,0.5,0.4444,False,False,,,False,,,,
(valence_high) => valence_high before eda_medium,False,,,True,False,,,False,0.5,0.3256,,
(valence_high) => valence_high before eda_peaks_high,False,,,False,True,0.6071,0.5312,True,,,0.6667,0.5714
(valence_high) => valence_high before eda_peaks_medium,False,,,False,False,,,True,,,0.6667,0.5714
(valence_high) => valence_high before eda_scr_amp_low,False,,,False,False,,,True,,,0.6667,0.5714
(valence_high) => valence_high before eda_scr_auc_medium,True,0.6875,0.6111,False,False,,,False,,,,
(valence_high) => valence_high before eda_std_medium,False,,,False,False,,,True,,,0.5,0.4286
(valence_high) => valence_high before valence_high,False,,,False,False,,,True,,,0.625,0.5357
(valence_high) => valence_high contains eda_scr_auc_high,False,,,True,False,,,False,0.5,0.3256,,
(valence_high) => valence_high contains eda_scr_auc_low,False,,,True,False,,,False,0.6071,0.3953,,
